Guess time: 20, Issue： 2019101 baseM: 1815, result: 15, red_balls: ['2', '16', '25', '31', '32', '3'], blue_ball: 5, act_red_balls: ['1', '4', '9', '21', '31', '33'], act_blue_ball: 5, ret: 15, red_correct: 1
Guess time: 217, Issue： 2021013 baseM: 220, result: 15, red_balls: ['4', '10', '14', '24', '27', '9'], blue_ball: 6, act_red_balls: ['6', '9', '12', '16', '27', '31'], act_blue_ball: 6, ret: 15, red_correct: 2
Guess time: 218, Issue： 2021014 baseM: 260, result: 40, red_balls: ['2', '4', '15', '17', '23', '29'], blue_ball: 6, act_red_balls: ['4', '15', '21', '25', '29', '33'], act_blue_ball: 6, ret: 40, red_correct: 3
Guess time: 222, Issue： 2021018 baseM: 245, result: 15, red_balls: ['2', '8', '12', '26', '29', '18'], blue_ball: 6, act_red_balls: ['2', '8', '14', '23', '25', '32'], act_blue_ball: 6, ret: 15, red_correct: 2
Guess time: 225, Issue： 2021021 baseM: 265, result: 40, red_balls: ['8', '22', '24', '28', '30', '33'], blue_ball: 6, act_red_balls: ['4', '8', '17', '24', '28', '33'], act_blue_ball: 13, ret: 40, red_correct: 4
Guess time: 226, Issue： 2021022 baseM: 280, result: 15, red_balls: ['4', '17', '18', '23', '24', '1'], blue_ball: 6, act_red_balls: ['10', '15', '17', '25', '31', '32'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 237, Issue： 2021033 baseM: 195, result: 15, red_balls: ['5', '7', '8', '22', '26', '24'], blue_ball: 6, act_red_balls: ['2', '12', '13', '14', '31', '33'], act_blue_ball: 6, ret: 15, red_correct: 0
Guess time: 242, Issue： 2021038 baseM: 170, result: 15, red_balls: ['1', '2', '4', '6', '15', '28'], blue_ball: 6, act_red_balls: ['5', '7', '9', '16', '18', '27'], act_blue_ball: 6, ret: 15, red_correct: 0
Guess time: 250, Issue： 2021046 baseM: 115, result: 15, red_balls: ['8', '12', '18', '21', '26', '16'], blue_ball: 6, act_red_balls: ['5', '9', '13', '21', '28', '33'], act_blue_ball: 6, ret: 15, red_correct: 1
base_money is negative, stop, totally round: 262
Guess time: 20, Issue： 2019101 baseM: 1815, result: 15, red_balls: ['8', '9', '14', '25', '33', '23'], blue_ball: 5, act_red_balls: ['1', '4', '9', '21', '31', '33'], act_blue_ball: 5, ret: 15, red_correct: 2
Guess time: 25, Issue： 2019106 baseM: 1790, result: 15, red_balls: ['4', '8', '10', '16', '25', '33'], blue_ball: 14, act_red_balls: ['2', '14', '22', '27', '30', '33'], act_blue_ball: 14, ret: 15, red_correct: 1
Guess time: 32, Issue： 2019113 baseM: 1745, result: 15, red_balls: ['6', '10', '15', '16', '23', '24'], blue_ball: 15, act_red_balls: ['1', '5', '19', '21', '25', '33'], act_blue_ball: 15, ret: 15, red_correct: 0
Guess time: 45, Issue： 2019126 baseM: 1665, result: 40, red_balls: ['15', '17', '20', '28', '29', '2'], blue_ball: 16, act_red_balls: ['2', '14', '17', '29', '32', '33'], act_blue_ball: 16, ret: 40, red_correct: 3
Guess time: 56, Issue： 2019137 baseM: 1580, result: 15, red_balls: ['3', '18', '21', '23', '25', '14'], blue_ball: 6, act_red_balls: ['7', '10', '13', '19', '23', '31'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 96, Issue： 2020026 baseM: 1205, result: 15, red_balls: ['7', '9', '12', '15', '32', '2'], blue_ball: 6, act_red_balls: ['1', '4', '9', '18', '19', '31'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 97, Issue： 2020027 baseM: 1220, result: 15, red_balls: ['1', '2', '11', '16', '32', '13'], blue_ball: 6, act_red_balls: ['12', '13', '14', '24', '25', '28'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 106, Issue： 2020036 baseM: 1155, result: 15, red_balls: ['4', '11', '16', '28', '33', '7'], blue_ball: 6, act_red_balls: ['7', '9', '16', '22', '24', '32'], act_blue_ball: 6, ret: 15, red_correct: 2
Guess time: 132, Issue： 2020062 baseM: 945, result: 40, red_balls: ['8', '14', '22', '26', '27', '4'], blue_ball: 6, act_red_balls: ['10', '14', '17', '22', '26', '27'], act_blue_ball: 5, ret: 40, red_correct: 4
Guess time: 146, Issue： 2020076 baseM: 830, result: 15, red_balls: ['8', '11', '23', '26', '33', '25'], blue_ball: 6, act_red_balls: ['10', '15', '16', '18', '20', '27'], act_blue_ball: 6, ret: 15, red_correct: 0
Guess time: 156, Issue： 2020086 baseM: 755, result: 15, red_balls: ['2', '9', '11', '18', '22', '13'], blue_ball: 6, act_red_balls: ['2', '4', '6', '15', '24', '27'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 160, Issue： 2020090 baseM: 740, result: 15, red_balls: ['4', '10', '11', '19', '32', '30'], blue_ball: 6, act_red_balls: ['2', '21', '23', '26', '31', '32'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 217, Issue： 2021013 baseM: 195, result: 15, red_balls: ['9', '10', '11', '15', '25', '18'], blue_ball: 6, act_red_balls: ['6', '9', '12', '16', '27', '31'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 218, Issue： 2021014 baseM: 210, result: 15, red_balls: ['10', '12', '14', '19', '27', '13'], blue_ball: 6, act_red_balls: ['4', '15', '21', '25', '29', '33'], act_blue_ball: 6, ret: 15, red_correct: 0
Guess time: 222, Issue： 2021018 baseM: 195, result: 15, red_balls: ['3', '8', '15', '19', '20', '29'], blue_ball: 6, act_red_balls: ['2', '8', '14', '23', '25', '32'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 226, Issue： 2021022 baseM: 180, result: 15, red_balls: ['1', '3', '14', '22', '25', '18'], blue_ball: 6, act_red_balls: ['10', '15', '17', '25', '31', '32'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 237, Issue： 2021033 baseM: 95, result: 15, red_balls: ['7', '9', '14', '17', '32', '8'], blue_ball: 6, act_red_balls: ['2', '12', '13', '14', '31', '33'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 242, Issue： 2021038 baseM: 70, result: 15, red_balls: ['3', '10', '14', '19', '27', '6'], blue_ball: 6, act_red_balls: ['5', '7', '9', '16', '18', '27'], act_blue_ball: 6, ret: 15, red_correct: 1
base_money is negative, stop, totally round: 249
Guess time: 20, Issue： 2019101 baseM: 1840, result: 40, red_balls: ['4', '9', '17', '23', '24', '33'], blue_ball: 5, act_red_balls: ['1', '4', '9', '21', '31', '33'], act_blue_ball: 5, ret: 40, red_correct: 3
Guess time: 25, Issue： 2019106 baseM: 1815, result: 15, red_balls: ['4', '8', '18', '26', '31', '1'], blue_ball: 14, act_red_balls: ['2', '14', '22', '27', '30', '33'], act_blue_ball: 14, ret: 15, red_correct: 0
Guess time: 32, Issue： 2019113 baseM: 1770, result: 15, red_balls: ['6', '7', '23', '28', '30', '16'], blue_ball: 15, act_red_balls: ['1', '5', '19', '21', '25', '33'], act_blue_ball: 15, ret: 15, red_correct: 0
Guess time: 45, Issue： 2019126 baseM: 1665, result: 15, red_balls: ['13', '15', '18', '21', '33', '12'], blue_ball: 16, act_red_balls: ['2', '14', '17', '29', '32', '33'], act_blue_ball: 16, ret: 15, red_correct: 1
Guess time: 56, Issue： 2019137 baseM: 1580, result: 15, red_balls: ['2', '11', '22', '25', '27', '26'], blue_ball: 6, act_red_balls: ['7', '10', '13', '19', '23', '31'], act_blue_ball: 6, ret: 15, red_correct: 0
Guess time: 95, Issue： 2020025 baseM: 1240, result: 40, red_balls: ['1', '11', '20', '28', '29', '10'], blue_ball: 6, act_red_balls: ['1', '9', '10', '15', '20', '29'], act_blue_ball: 2, ret: 40, red_correct: 4
Guess time: 96, Issue： 2020026 baseM: 1255, result: 15, red_balls: ['19', '20', '26', '27', '33', '21'], blue_ball: 6, act_red_balls: ['1', '4', '9', '18', '19', '31'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 97, Issue： 2020027 baseM: 1270, result: 15, red_balls: ['10', '16', '20', '23', '26', '9'], blue_ball: 6, act_red_balls: ['12', '13', '14', '24', '25', '28'], act_blue_ball: 6, ret: 15, red_correct: 0
Guess time: 106, Issue： 2020036 baseM: 1205, result: 15, red_balls: ['7', '15', '19', '20', '27', '23'], blue_ball: 6, act_red_balls: ['7', '9', '16', '22', '24', '32'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 146, Issue： 2020076 baseM: 830, result: 15, red_balls: ['7', '13', '24', '29', '31', '9'], blue_ball: 6, act_red_balls: ['10', '15', '16', '18', '20', '27'], act_blue_ball: 6, ret: 15, red_correct: 0
Guess time: 156, Issue： 2020086 baseM: 755, result: 15, red_balls: ['2', '10', '11', '16', '28', '5'], blue_ball: 6, act_red_balls: ['2', '4', '6', '15', '24', '27'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 160, Issue： 2020090 baseM: 740, result: 15, red_balls: ['1', '3', '5', '23', '25', '18'], blue_ball: 6, act_red_balls: ['2', '21', '23', '26', '31', '32'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 163, Issue： 2020093 baseM: 760, result: 40, red_balls: ['4', '10', '14', '15', '19', '33'], blue_ball: 6, act_red_balls: ['4', '5', '10', '13', '15', '19'], act_blue_ball: 15, ret: 40, red_correct: 4
Guess time: 217, Issue： 2021013 baseM: 245, result: 15, red_balls: ['11', '17', '18', '24', '30', '9'], blue_ball: 6, act_red_balls: ['6', '9', '12', '16', '27', '31'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 218, Issue： 2021014 baseM: 260, result: 15, red_balls: ['3', '4', '12', '14', '18', '27'], blue_ball: 6, act_red_balls: ['4', '15', '21', '25', '29', '33'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 222, Issue： 2021018 baseM: 245, result: 15, red_balls: ['4', '5', '8', '26', '30', '9'], blue_ball: 6, act_red_balls: ['2', '8', '14', '23', '25', '32'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 226, Issue： 2021022 baseM: 230, result: 15, red_balls: ['5', '6', '17', '19', '21', '22'], blue_ball: 6, act_red_balls: ['10', '15', '17', '25', '31', '32'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 237, Issue： 2021033 baseM: 145, result: 15, red_balls: ['8', '18', '19', '23', '32', '33'], blue_ball: 6, act_red_balls: ['2', '12', '13', '14', '31', '33'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 242, Issue： 2021038 baseM: 120, result: 15, red_balls: ['3', '8', '11', '12', '14', '17'], blue_ball: 6, act_red_balls: ['5', '7', '9', '16', '18', '27'], act_blue_ball: 6, ret: 15, red_correct: 0
Guess time: 250, Issue： 2021046 baseM: 65, result: 15, red_balls: ['1', '4', '5', '15', '29', '18'], blue_ball: 6, act_red_balls: ['5', '9', '13', '21', '28', '33'], act_blue_ball: 6, ret: 15, red_correct: 1
base_money is negative, stop, totally round: 257
Guess time: 20, Issue： 2019101 baseM: 1815, result: 15, red_balls: ['3', '6', '14', '26', '33', '23'], blue_ball: 5, act_red_balls: ['1', '4', '9', '21', '31', '33'], act_blue_ball: 5, ret: 15, red_correct: 1
Guess time: 25, Issue： 2019106 baseM: 1790, result: 15, red_balls: ['6', '7', '10', '19', '24', '22'], blue_ball: 14, act_red_balls: ['2', '14', '22', '27', '30', '33'], act_blue_ball: 14, ret: 15, red_correct: 1
Guess time: 32, Issue： 2019113 baseM: 1745, result: 15, red_balls: ['2', '11', '12', '18', '26', '10'], blue_ball: 15, act_red_balls: ['1', '5', '19', '21', '25', '33'], act_blue_ball: 15, ret: 15, red_correct: 0
Guess time: 45, Issue： 2019126 baseM: 1640, result: 15, red_balls: ['5', '19', '25', '26', '32', '16'], blue_ball: 16, act_red_balls: ['2', '14', '17', '29', '32', '33'], act_blue_ball: 16, ret: 15, red_correct: 1
Guess time: 56, Issue： 2019137 baseM: 1555, result: 15, red_balls: ['2', '11', '12', '15', '27', '17'], blue_ball: 6, act_red_balls: ['7', '10', '13', '19', '23', '31'], act_blue_ball: 6, ret: 15, red_correct: 0
Guess time: 96, Issue： 2020026 baseM: 1180, result: 15, red_balls: ['3', '10', '18', '22', '24', '19'], blue_ball: 6, act_red_balls: ['1', '4', '9', '18', '19', '31'], act_blue_ball: 6, ret: 15, red_correct: 2
Guess time: 97, Issue： 2020027 baseM: 1195, result: 15, red_balls: ['4', '10', '25', '29', '30', '33'], blue_ball: 6, act_red_balls: ['12', '13', '14', '24', '25', '28'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 106, Issue： 2020036 baseM: 1130, result: 15, red_balls: ['1', '15', '20', '21', '23', '33'], blue_ball: 6, act_red_balls: ['7', '9', '16', '22', '24', '32'], act_blue_ball: 6, ret: 15, red_correct: 0
Guess time: 146, Issue： 2020076 baseM: 755, result: 15, red_balls: ['1', '4', '16', '29', '30', '6'], blue_ball: 6, act_red_balls: ['10', '15', '16', '18', '20', '27'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 150, Issue： 2020080 baseM: 765, result: 40, red_balls: ['14', '21', '22', '23', '31', '33'], blue_ball: 6, act_red_balls: ['14', '15', '18', '22', '31', '33'], act_blue_ball: 1, ret: 40, red_correct: 4
Guess time: 156, Issue： 2020086 baseM: 730, result: 15, red_balls: ['3', '7', '8', '14', '33', '9'], blue_ball: 6, act_red_balls: ['2', '4', '6', '15', '24', '27'], act_blue_ball: 6, ret: 15, red_correct: 0
Guess time: 160, Issue： 2020090 baseM: 715, result: 15, red_balls: ['11', '14', '15', '25', '30', '4'], blue_ball: 6, act_red_balls: ['2', '21', '23', '26', '31', '32'], act_blue_ball: 6, ret: 15, red_correct: 0
Guess time: 217, Issue： 2021013 baseM: 170, result: 15, red_balls: ['1', '5', '6', '16', '28', '23'], blue_ball: 6, act_red_balls: ['6', '9', '12', '16', '27', '31'], act_blue_ball: 6, ret: 15, red_correct: 2
Guess time: 218, Issue： 2021014 baseM: 185, result: 15, red_balls: ['10', '12', '14', '15', '24', '11'], blue_ball: 6, act_red_balls: ['4', '15', '21', '25', '29', '33'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 222, Issue： 2021018 baseM: 170, result: 15, red_balls: ['17', '25', '26', '31', '32', '11'], blue_ball: 6, act_red_balls: ['2', '8', '14', '23', '25', '32'], act_blue_ball: 6, ret: 15, red_correct: 2
Guess time: 226, Issue： 2021022 baseM: 155, result: 15, red_balls: ['1', '3', '9', '21', '24', '12'], blue_ball: 6, act_red_balls: ['10', '15', '17', '25', '31', '32'], act_blue_ball: 6, ret: 15, red_correct: 0
Guess time: 237, Issue： 2021033 baseM: 70, result: 15, red_balls: ['5', '14', '16', '27', '33', '15'], blue_ball: 6, act_red_balls: ['2', '12', '13', '14', '31', '33'], act_blue_ball: 6, ret: 15, red_correct: 2
Guess time: 242, Issue： 2021038 baseM: 45, result: 15, red_balls: ['2', '4', '8', '15', '18', '27'], blue_ball: 6, act_red_balls: ['5', '7', '9', '16', '18', '27'], act_blue_ball: 6, ret: 15, red_correct: 2
base_money is negative, stop, totally round: 247
Guess time: 0, Issue： 2019081 baseM: 2040, result: 40, red_balls: ['5', '22', '24', '27', '32', '1'], blue_ball: 5, act_red_balls: ['5', '24', '27', '29', '31', '32'], act_blue_ball: 10, ret: 40, red_correct: 4
Guess time: 20, Issue： 2019101 baseM: 1865, result: 15, red_balls: ['10', '12', '17', '20', '25', '31'], blue_ball: 5, act_red_balls: ['1', '4', '9', '21', '31', '33'], act_blue_ball: 5, ret: 15, red_correct: 1
Guess time: 25, Issue： 2019106 baseM: 1840, result: 15, red_balls: ['3', '11', '15', '17', '19', '14'], blue_ball: 14, act_red_balls: ['2', '14', '22', '27', '30', '33'], act_blue_ball: 14, ret: 15, red_correct: 1
Guess time: 32, Issue： 2019113 baseM: 1795, result: 15, red_balls: ['3', '10', '11', '12', '14', '20'], blue_ball: 15, act_red_balls: ['1', '5', '19', '21', '25', '33'], act_blue_ball: 15, ret: 15, red_correct: 0
Guess time: 45, Issue： 2019126 baseM: 1690, result: 15, red_balls: ['1', '4', '6', '12', '17', '29'], blue_ball: 16, act_red_balls: ['2', '14', '17', '29', '32', '33'], act_blue_ball: 16, ret: 15, red_correct: 2
Guess time: 56, Issue： 2019137 baseM: 1605, result: 15, red_balls: ['4', '10', '13', '15', '16', '18'], blue_ball: 6, act_red_balls: ['7', '10', '13', '19', '23', '31'], act_blue_ball: 6, ret: 15, red_correct: 2
Guess time: 67, Issue： 2019148 baseM: 1545, result: 40, red_balls: ['4', '9', '10', '27', '31', '26'], blue_ball: 6, act_red_balls: ['9', '10', '13', '20', '26', '27'], act_blue_ball: 8, ret: 40, red_correct: 4
Guess time: 96, Issue： 2020026 baseM: 1280, result: 15, red_balls: ['9', '14', '27', '32', '33', '22'], blue_ball: 6, act_red_balls: ['1', '4', '9', '18', '19', '31'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 97, Issue： 2020027 baseM: 1295, result: 15, red_balls: ['6', '7', '14', '18', '30', '4'], blue_ball: 6, act_red_balls: ['12', '13', '14', '24', '25', '28'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 106, Issue： 2020036 baseM: 1230, result: 15, red_balls: ['2', '3', '20', '22', '31', '12'], blue_ball: 6, act_red_balls: ['7', '9', '16', '22', '24', '32'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 146, Issue： 2020076 baseM: 855, result: 15, red_balls: ['13', '21', '22', '25', '30', '32'], blue_ball: 6, act_red_balls: ['10', '15', '16', '18', '20', '27'], act_blue_ball: 6, ret: 15, red_correct: 0
Guess time: 156, Issue： 2020086 baseM: 780, result: 15, red_balls: ['2', '8', '16', '25', '26', '12'], blue_ball: 6, act_red_balls: ['2', '4', '6', '15', '24', '27'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 160, Issue： 2020090 baseM: 765, result: 15, red_balls: ['3', '6', '10', '14', '24', '22'], blue_ball: 6, act_red_balls: ['2', '21', '23', '26', '31', '32'], act_blue_ball: 6, ret: 15, red_correct: 0
Guess time: 180, Issue： 2020110 baseM: 615, result: 40, red_balls: ['9', '14', '22', '25', '27', '3'], blue_ball: 6, act_red_balls: ['2', '6', '9', '14', '22', '25'], act_blue_ball: 4, ret: 40, red_correct: 4
Guess time: 217, Issue： 2021013 baseM: 270, result: 15, red_balls: ['10', '15', '18', '31', '33', '23'], blue_ball: 6, act_red_balls: ['6', '9', '12', '16', '27', '31'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 218, Issue： 2021014 baseM: 285, result: 15, red_balls: ['3', '7', '17', '28', '30', '14'], blue_ball: 6, act_red_balls: ['4', '15', '21', '25', '29', '33'], act_blue_ball: 6, ret: 15, red_correct: 0
Guess time: 222, Issue： 2021018 baseM: 270, result: 15, red_balls: ['1', '7', '22', '28', '31', '27'], blue_ball: 6, act_red_balls: ['2', '8', '14', '23', '25', '32'], act_blue_ball: 6, ret: 15, red_correct: 0
Guess time: 226, Issue： 2021022 baseM: 255, result: 15, red_balls: ['13', '15', '19', '20', '29', '25'], blue_ball: 6, act_red_balls: ['10', '15', '17', '25', '31', '32'], act_blue_ball: 6, ret: 15, red_correct: 2
Guess time: 237, Issue： 2021033 baseM: 170, result: 15, red_balls: ['6', '12', '14', '15', '25', '3'], blue_ball: 6, act_red_balls: ['2', '12', '13', '14', '31', '33'], act_blue_ball: 6, ret: 15, red_correct: 2
Guess time: 242, Issue： 2021038 baseM: 145, result: 15, red_balls: ['5', '20', '22', '29', '32', '4'], blue_ball: 6, act_red_balls: ['5', '7', '9', '16', '18', '27'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 250, Issue： 2021046 baseM: 90, result: 15, red_balls: ['1', '6', '13', '20', '31', '29'], blue_ball: 6, act_red_balls: ['5', '9', '13', '21', '28', '33'], act_blue_ball: 6, ret: 15, red_correct: 1
base_money is negative, stop, totally round: 259
Guess time: 20, Issue： 2019101 baseM: 1815, result: 15, red_balls: ['15', '16', '17', '20', '28', '13'], blue_ball: 5, act_red_balls: ['1', '4', '9', '21', '31', '33'], act_blue_ball: 5, ret: 15, red_correct: 0
Guess time: 25, Issue： 2019106 baseM: 1790, result: 15, red_balls: ['21', '22', '23', '24', '28', '5'], blue_ball: 14, act_red_balls: ['2', '14', '22', '27', '30', '33'], act_blue_ball: 14, ret: 15, red_correct: 1
Guess time: 32, Issue： 2019113 baseM: 1745, result: 15, red_balls: ['3', '4', '26', '30', '31', '29'], blue_ball: 15, act_red_balls: ['1', '5', '19', '21', '25', '33'], act_blue_ball: 15, ret: 15, red_correct: 0
Guess time: 45, Issue： 2019126 baseM: 1665, result: 40, red_balls: ['8', '14', '15', '28', '32', '17'], blue_ball: 16, act_red_balls: ['2', '14', '17', '29', '32', '33'], act_blue_ball: 16, ret: 40, red_correct: 3
Guess time: 56, Issue： 2019137 baseM: 1580, result: 15, red_balls: ['2', '3', '17', '28', '29', '33'], blue_ball: 6, act_red_balls: ['7', '10', '13', '19', '23', '31'], act_blue_ball: 6, ret: 15, red_correct: 0
